index,MOF,node 1,node 2,edge,topo,UG,UG_five_level,Unnamed: 8,Unnamed: 9,index.1,Unnamed: 11,node 1.1,node 2.1,edge.1,UG_five_level.1
1047.0,sym_5_on_10_sym_8_mc_8_L_9,sym_5_on_10,sym_8_mc_8,L_9,csq,10.313,Poor,,0,1047.0,,sym_5_on_10,sym_8_mc_8,L_9,Poor
1222.0,sym_5_on_12_sym_8_mc_7_L_31,sym_5_on_12,sym_8_mc_7,L_31,csq,15.022,Average,,0,1222.0,,sym_5_on_12,sym_8_mc_7,L_31,Average
1269.0,sym_5_on_13_sym_8_mc_8_L_14,sym_5_on_13,sym_8_mc_8,L_14,csq,16.611,Average,,0,1269.0,,sym_5_on_13,sym_8_mc_8,L_14,Average
1304.0,sym_5_on_13_sym_8_mc_8_L_46,sym_5_on_13,sym_8_mc_8,L_46,csq,29.259,Excellent,,0,1304.0,,sym_5_on_13,sym_8_mc_8,L_46,Excellent
1447.0,sym_5_on_9_sym_8_mc_9_L_3,sym_5_on_9,sym_8_mc_9,L_3,csq,5.205,Bad,,0,1447.0,,sym_5_on_9,sym_8_mc_9,L_3,Bad
1469.0,sym_3_mc_0_sym_4_mc_1_L_16,sym_3_mc_0,sym_4_mc_1,L_16,ctn,27.862,Excellent,,0,1469.0,,sym_3_mc_0,sym_4_mc_1,L_16,Excellent
1575.0,sym_3_mc_0_sym_4_on_6_L_30,sym_3_mc_0,sym_4_on_6,L_30,ctn,25.234,Good,,0,1575.0,,sym_3_mc_0,sym_4_on_6,L_30,Good
1589.0,sym_3_mc_0_sym_4_on_6_L_43,sym_3_mc_0,sym_4_on_6,L_43,ctn,32.785,Excellent,,0,1589.0,,sym_3_mc_0,sym_4_on_6,L_43,Excellent
1610.0,sym_3_mc_0_sym_4_on_7_L_19,sym_3_mc_0,sym_4_on_7,L_19,ctn,24.797,Good,,0,1610.0,,sym_3_mc_0,sym_4_on_7,L_19,Good
1622.0,sym_3_mc_0_sym_4_on_7_L_2,sym_3_mc_0,sym_4_on_7,L_2,ctn,14.238,Poor,,0,1622.0,,sym_3_mc_0,sym_4_on_7,L_2,Poor
1624.0,sym_3_mc_0_sym_4_on_7_L_31,sym_3_mc_0,sym_4_on_7,L_31,ctn,26.229,Excellent,,0,1624.0,,sym_3_mc_0,sym_4_on_7,L_31,Excellent
1785.0,sym_3_on_1_sym_4_mc_1_L_47,sym_3_on_1,sym_4_mc_1,L_47,ctn,41.717,Excellent,,0,1785.0,,sym_3_on_1,sym_4_mc_1,L_47,Excellent
1816.0,sym_3_on_2_sym_4_mc_1_L_31,sym_3_on_2,sym_4_mc_1,L_31,ctn,28.204,Excellent,,0,1816.0,,sym_3_on_2,sym_4_mc_1,L_31,Excellent
1856.0,sym_3_on_4_sym_4_mc_1_L_24,sym_3_on_4,sym_4_mc_1,L_24,ctn,32.054,Excellent,,0,1856.0,,sym_3_on_4,sym_4_mc_1,L_24,Excellent
6050.0,sym_6_mc_3__L_41,sym_6_mc_3,,L_41,pcu,16.879,Average,,0,6050.0,,sym_6_mc_3,,L_41,Average
6070.0,sym_4_mc_1_sym_5_mc_2_L_16,sym_4_mc_1,sym_5_mc_2,L_16,pth,17.848,Average,,0,6070.0,,sym_4_mc_1,sym_5_mc_2,L_16,Average
6160.0,sym_4_mc_1_sym_5_on_11_L_10,sym_4_mc_1,sym_5_on_11,L_10,pth,15.689,Average,,0,6160.0,,sym_4_mc_1,sym_5_on_11,L_10,Average
6203.0,sym_4_mc_1_sym_5_on_11_L_6,sym_4_mc_1,sym_5_on_11,L_6,pth,15.977,Average,,0,6203.0,,sym_4_mc_1,sym_5_on_11,L_6,Average
6838.0,sym_3_on_0_sym_5_mc_2_L_21,sym_3_on_0,sym_5_mc_2,L_21,pto,15.301,Average,,0,6838.0,,sym_3_on_0,sym_5_mc_2,L_21,Average
2224.0,_sym_4_on_6_sym_4_mc_1_L_20,sym_4_on_6,sym_4_mc_1,L_20,dia,20.278,Good,,0,2224.0,,sym_4_on_6,sym_4_mc_1,L_20,Good
8612.0,sym_3_on_0_sym_24_mc_13_L_41,sym_3_on_0,sym_24_mc_13,L_41,rht,14.662,Average,,0,8612.0,,sym_3_on_0,sym_24_mc_13,L_41,Average
9911.0,_sym_4_mc_1_sym_4_on_8_L_6,sym_4_mc_1,sym_4_on_8,L_6,sod,17.85,Average,,0,9911.0,,sym_4_mc_1,sym_4_on_8,L_6,Average
12575.0,sym_3_on_0_sym_8_mc_7_L_33,sym_3_on_0,sym_8_mc_7,L_33,the,15.519,Average,,0,12575.0,,sym_3_on_0,sym_8_mc_7,L_33,Average
2671.0,sym_4_on_14_sym_8_mc_9_L_8,sym_4_on_14,sym_8_mc_9,L_8,flu,2.627,Bad,,0,2671.0,,sym_4_on_14,sym_8_mc_9,L_8,Bad
2732.0,sym_4_on_6_sym_8_mc_8_L_1,sym_4_on_6,sym_8_mc_8,L_1,flu,4.789,Bad,,0,2732.0,,sym_4_on_6,sym_8_mc_8,L_1,Bad
2746.0,sym_4_on_6_sym_8_mc_8_L_32,sym_4_on_6,sym_8_mc_8,L_32,flu,15.918,Average,,0,2746.0,,sym_4_on_6,sym_8_mc_8,L_32,Average
2857.0,sym_4_on_7_sym_8_mc_7_L_46,sym_4_on_7,sym_8_mc_7,L_46,flu,21.116,Good,,0,2857.0,,sym_4_on_7,sym_8_mc_7,L_46,Good
2948.0,sym_4_on_7_sym_8_mc_9_L_41,sym_4_on_7,sym_8_mc_9,L_41,flu,15.108,Average,,0,2948.0,,sym_4_on_7,sym_8_mc_9,L_41,Average
3016.0,sym_4_on_8_sym_8_mc_8_L_16,sym_4_on_8,sym_8_mc_8,L_16,flu,14.863,Average,,0,3016.0,,sym_4_on_8,sym_8_mc_8,L_16,Average
3208.0,sym_5_on_11_sym_12_mc_11_L_16,sym_5_on_11,sym_12_mc_11,L_16,ftw,8.986,Bad,,0,3208.0,,sym_5_on_11,sym_12_mc_11,L_16,Bad
3227.0,sym_5_on_11_sym_12_mc_11_L_33,sym_5_on_11,sym_12_mc_11,L_33,ftw,12.355,Poor,,0,3227.0,,sym_5_on_11,sym_12_mc_11,L_33,Poor
3272.0,sym_5_on_12_sym_12_mc_11_L_30,sym_5_on_12,sym_12_mc_11,L_30,ftw,11.728,Poor,,0,3272.0,,sym_5_on_12,sym_12_mc_11,L_30,Poor
3314.0,sym_5_on_13_sym_12_mc_11_L_25,sym_5_on_13,sym_12_mc_11,L_25,ftw,12.871,Poor,,0,3314.0,,sym_5_on_13,sym_12_mc_11,L_25,Poor
3331.0,sym_5_on_13_sym_12_mc_11_L_40,sym_5_on_13,sym_12_mc_11,L_40,ftw,15.504,Average,,0,3331.0,,sym_5_on_13,sym_12_mc_11,L_40,Average
3366.0,sym_5_on_9_sym_12_mc_11_L_29,sym_5_on_9,sym_12_mc_11,L_29,ftw,10.752,Poor,,0,3366.0,,sym_5_on_9,sym_12_mc_11,L_29,Poor
3539.0,sym_4_on_6_sym_16_mc_6_L_11,sym_4_on_6,sym_16_mc_6,L_11,gar,2.452,Bad,,0,3539.0,,sym_4_on_6,sym_16_mc_6,L_11,Bad
3621.0,sym_4_on_7_sym_16_mc_14_L_42,sym_4_on_7,sym_16_mc_14,L_42,gar,14.789,Average,,0,3621.0,,sym_4_on_7,sym_16_mc_14,L_42,Average
6871.0,sym_3_on_0_sym_5_mc_2_L_8,sym_3_on_0,sym_5_mc_2,L_8,pto,6.59,Bad,,0,6871.0,,sym_3_on_0,sym_5_mc_2,L_8,Bad
3898.0,sym_4_on_7_sym_9_mc_5_L_32,sym_4_on_7,sym_9_mc_5,L_32,iac,14.24,Poor,,0,3898.0,,sym_4_on_7,sym_9_mc_5,L_32,Poor
4021.0,sym_4_on_14_sym_13_mc_12_L_13,sym_4_on_14,sym_13_mc_12,L_13,ith,0.493,Bad,,0,4021.0,,sym_4_on_14,sym_13_mc_12,L_13,Bad
4055.0,sym_4_on_14_sym_13_mc_12_L_6,sym_4_on_14,sym_13_mc_12,L_6,ith,0.041,Bad,,0,4055.0,,sym_4_on_14,sym_13_mc_12,L_6,Bad
4076.0,sym_4_on_6_sym_13_mc_12_L_25,sym_4_on_6,sym_13_mc_12,L_25,ith,6.147,Bad,,0,4076.0,,sym_4_on_6,sym_13_mc_12,L_25,Bad
4150.0,sym_4_on_7_sym_13_mc_12_L_5,sym_4_on_7,sym_13_mc_12,L_5,ith,0.324,Bad,,0,4150.0,,sym_4_on_7,sym_13_mc_12,L_5,Bad
4169.0,sym_4_on_8_sym_13_mc_12_L_22,sym_4_on_8,sym_13_mc_12,L_22,ith,7.764,Bad,,0,4169.0,,sym_4_on_8,sym_13_mc_12,L_22,Bad
1712.0,sym_3_on_0_sym_4_mc_1_L_24,sym_3_on_0,sym_4_mc_1,L_24,ctn,26.213,Excellent,,0,1712.0,,sym_3_on_0,sym_4_mc_1,L_24,Excellent
1959.0,_sym_4_mc_1_sym_4_mc_1_L_30,sym_4_mc_1,sym_4_mc_1,L_30,dia,30.225,Excellent,,0,1959.0,,sym_4_mc_1,sym_4_mc_1,L_30,Excellent
2020.0,_sym_4_mc_1_sym_4_on_14_L_47,sym_4_mc_1,sym_4_on_14,L_47,dia,34.151,Excellent,,0,2020.0,,sym_4_mc_1,sym_4_on_14,L_47,Excellent
4382.0,_sym_4_mc_1_sym_4_on_7_L_47,sym_4_mc_1,sym_4_on_7,L_47,lcs,34.134,Excellent,,0,4382.0,,sym_4_mc_1,sym_4_on_7,L_47,Excellent
4462.0,_sym_4_on_14_sym_4_mc_1_L_37,sym_4_on_14,sym_4_mc_1,L_37,lcs,25.51,Good,,0,4462.0,,sym_4_on_14,sym_4_mc_1,L_37,Good
4746.0,_sym_5_mc_2_sym_5_on_11_L_34,sym_5_mc_2,sym_5_on_11,L_34,lvt,10.352,Poor,,0,4746.0,,sym_5_mc_2,sym_5_on_11,L_34,Poor
4810.0,_sym_5_mc_2_sym_5_on_12_L_5,sym_5_mc_2,sym_5_on_12,L_5,lvt,10.245,Poor,,0,4810.0,,sym_5_mc_2,sym_5_on_12,L_5,Poor
4832.0,_sym_5_mc_2_sym_5_on_13_L_25,sym_5_mc_2,sym_5_on_13,L_25,lvt,23.138,Good,,0,4832.0,,sym_5_mc_2,sym_5_on_13,L_25,Good
4982.0,_sym_5_on_11_sym_5_mc_2_L_30,sym_5_on_11,sym_5_mc_2,L_30,lvt,16.768,Average,,0,4982.0,,sym_5_on_11,sym_5_mc_2,L_30,Average
5081.0,_sym_5_on_13_sym_5_mc_2_L_33,sym_5_on_13,sym_5_mc_2,L_33,lvt,25.355,Good,,0,5081.0,,sym_5_on_13,sym_5_mc_2,L_33,Good
5110.0,_sym_5_on_9_sym_5_mc_2_L_16,sym_5_on_9,sym_5_mc_2,L_16,lvt,14.679,Average,,0,5110.0,,sym_5_on_9,sym_5_mc_2,L_16,Average
5148.0,_sym_5_on_9_sym_5_mc_2_L_7,sym_5_on_9,sym_5_mc_2,L_7,lvt,1.459,Bad,,0,5148.0,,sym_5_on_9,sym_5_mc_2,L_7,Bad
5285.0,_sym_5_mc_2_sym_5_on_11_L_43,sym_5_mc_2,sym_5_on_11,L_43,nbo,26.185,Excellent,,0,5285.0,,sym_5_mc_2,sym_5_on_11,L_43,Excellent
5299.0,_sym_5_mc_2_sym_5_on_12_L_12,sym_5_mc_2,sym_5_on_12,L_12,nbo,3.781,Bad,,0,5299.0,,sym_5_mc_2,sym_5_on_12,L_12,Bad
5328.0,_sym_5_mc_2_sym_5_on_12_L_39,sym_5_mc_2,sym_5_on_12,L_39,nbo,23.881,Good,,0,5328.0,,sym_5_mc_2,sym_5_on_12,L_39,Good
5399.0,_sym_5_mc_2_sym_5_on_9_L_16,sym_5_mc_2,sym_5_on_9,L_16,nbo,13.328,Poor,,0,5399.0,,sym_5_mc_2,sym_5_on_9,L_16,Poor
5445.0,_sym_5_on_10_sym_5_mc_2_L_14,sym_5_on_10,sym_5_mc_2,L_14,nbo,14.593,Poor,,0,5445.0,,sym_5_on_10,sym_5_mc_2,L_14,Poor
5450.0,_sym_5_on_10_sym_5_mc_2_L_19,sym_5_on_10,sym_5_mc_2,L_19,nbo,18.022,Average,,0,5450.0,,sym_5_on_10,sym_5_mc_2,L_19,Average
5472.0,_sym_5_on_10_sym_5_mc_2_L_39,sym_5_on_10,sym_5_mc_2,L_39,nbo,24.338,Good,,0,5472.0,,sym_5_on_10,sym_5_mc_2,L_39,Good
5552.0,_sym_5_on_12_sym_5_mc_2_L_24,sym_5_on_12,sym_5_mc_2,L_24,nbo,19.989,Good,,0,5552.0,,sym_5_on_12,sym_5_mc_2,L_24,Good
5555.0,_sym_5_on_12_sym_5_mc_2_L_27,sym_5_on_12,sym_5_mc_2,L_27,nbo,21.9,Good,,0,5555.0,,sym_5_on_12,sym_5_mc_2,L_27,Good
5619.0,_sym_5_on_13_sym_5_mc_2_L_41,sym_5_on_13,sym_5_mc_2,L_41,nbo,26.241,Excellent,,0,5619.0,,sym_5_on_13,sym_5_mc_2,L_41,Excellent
5750.0,sym_16_mc_14_sym_8_mc_7_L_2,sym_16_mc_14,sym_8_mc_7,L_2,ocu,2.681,Bad,,0,5750.0,,sym_16_mc_14,sym_8_mc_7,L_2,Bad
5811.0,sym_16_mc_14_sym_8_mc_8_L_41,sym_16_mc_14,sym_8_mc_8,L_41,ocu,13.744,Poor,,0,5811.0,,sym_16_mc_14,sym_8_mc_8,L_41,Poor
5831.0,sym_16_mc_14_sym_8_mc_9_L_16,sym_16_mc_14,sym_8_mc_9,L_16,ocu,5.776,Bad,,0,5831.0,,sym_16_mc_14,sym_8_mc_9,L_16,Bad
5901.0,sym_16_mc_6_sym_8_mc_7_L_36,sym_16_mc_6,sym_8_mc_7,L_36,ocu,10.789,Poor,,0,5901.0,,sym_16_mc_6,sym_8_mc_7,L_36,Poor
5977.0,sym_16_mc_6_sym_8_mc_9_L_18,sym_16_mc_6,sym_8_mc_9,L_18,ocu,5.629,Bad,,0,5977.0,,sym_16_mc_6,sym_8_mc_9,L_18,Bad
7865.0,sym_4_mc_1__L_45,sym_4_mc_1,,L_45,qtz,30.966,Excellent,,0,7865.0,,sym_4_mc_1,,L_45,Excellent
9717.0,_sym_4_mc_1_sym_4_mc_1_L_42,sym_4_mc_1,sym_4_mc_1,L_42,sod,36.636,Excellent,,0,9717.0,,sym_4_mc_1,sym_4_mc_1,L_42,Excellent
9807.0,_sym_4_mc_1_sym_4_on_6_L_42,sym_4_mc_1,sym_4_on_6,L_42,sod,28.6,Excellent,,0,9807.0,,sym_4_mc_1,sym_4_on_6,L_42,Excellent
10700.0,_sym_3_on_0_sym_3_mc_0_L_30,sym_3_on_0,sym_3_mc_0,L_30,srs,34.188,Excellent,,0,10700.0,,sym_3_on_0,sym_3_mc_0,L_30,Excellent
12201.0,sym_3_on_0_sym_5_mc_2_L_42,sym_3_on_0,sym_5_mc_2,L_42,tbo,26.022,Excellent,,0,12201.0,,sym_3_on_0,sym_5_mc_2,L_42,Excellent
2089.0,_sym_4_mc_1_sym_4_on_7_L_23,sym_4_mc_1,sym_4_on_7,L_23,dia,23.4,Good,,0,2089.0,,sym_4_mc_1,sym_4_on_7,L_23,Good
6412.0,sym_4_on_6_sym_5_mc_2_L_27,sym_4_on_6,sym_5_mc_2,L_27,pth,16.884,Average,,0,6412.0,,sym_4_on_6,sym_5_mc_2,L_27,Average
6469.0,sym_4_on_7_sym_5_mc_2_L_35,sym_4_on_7,sym_5_mc_2,L_35,pth,19.575,Average,,0,6469.0,,sym_4_on_7,sym_5_mc_2,L_35,Average
6646.0,sym_3_mc_0_sym_5_on_11_L_21,sym_3_mc_0,sym_5_on_11,L_21,pto,25.176,Good,,0,6646.0,,sym_3_mc_0,sym_5_on_11,L_21,Good
6663.0,sym_3_mc_0_sym_5_on_11_L_37,sym_3_mc_0,sym_5_on_11,L_37,pto,31.873,Excellent,,0,6663.0,,sym_3_mc_0,sym_5_on_11,L_37,Excellent
6704.0,sym_3_mc_0_sym_5_on_12_L_30,sym_3_mc_0,sym_5_on_12,L_30,pto,29.174,Excellent,,0,6704.0,,sym_3_mc_0,sym_5_on_12,L_30,Excellent
6733.0,sym_3_mc_0_sym_5_on_13_L_13,sym_3_mc_0,sym_5_on_13,L_13,pto,22.163,Good,,0,6733.0,,sym_3_mc_0,sym_5_on_13,L_13,Good
6924.0,sym_3_on_2_sym_5_mc_2_L_12,sym_3_on_2,sym_5_mc_2,L_12,pto,13.371,Poor,,0,6924.0,,sym_3_on_2,sym_5_mc_2,L_12,Poor
7159.0,sym_5_mc_2_sym_4_on_6_L_13,sym_5_mc_2,sym_4_on_6,L_13,pts,6.983,Bad,,0,7159.0,,sym_5_mc_2,sym_4_on_6,L_13,Bad
7270.0,sym_5_mc_2_sym_4_on_8_L_27,sym_5_mc_2,sym_4_on_8,L_27,pts,23.752,Good,,0,7270.0,,sym_5_mc_2,sym_4_on_8,L_27,Good
7326.0,sym_5_on_10_sym_4_mc_1_L_34,sym_5_on_10,sym_4_mc_1,L_34,pts,30.795,Excellent,,0,7326.0,,sym_5_on_10,sym_4_mc_1,L_34,Excellent
7379.0,sym_5_on_11_sym_4_mc_1_L_39,sym_5_on_11,sym_4_mc_1,L_39,pts,30.136,Excellent,,0,7379.0,,sym_5_on_11,sym_4_mc_1,L_39,Excellent
7424.0,sym_5_on_12_sym_4_mc_1_L_36,sym_5_on_12,sym_4_mc_1,L_36,pts,28.361,Excellent,,0,7424.0,,sym_5_on_12,sym_4_mc_1,L_36,Excellent
7447.0,sym_5_on_13_sym_4_mc_1_L_13,sym_5_on_13,sym_4_mc_1,L_13,pts,21.591,Good,,0,7447.0,,sym_5_on_13,sym_4_mc_1,L_13,Good
7467.0,sym_5_on_13_sym_4_mc_1_L_31,sym_5_on_13,sym_4_mc_1,L_31,pts,28.539,Excellent,,0,7467.0,,sym_5_on_13,sym_4_mc_1,L_31,Excellent
7655.0,sym_3_on_1_sym_6_mc_3_L_28,sym_3_on_1,sym_6_mc_3,L_28,pyr,16.808,Average,,0,7655.0,,sym_3_on_1,sym_6_mc_3,L_28,Average
7694.0,sym_3_on_2_sym_6_mc_3_L_1,sym_3_on_2,sym_6_mc_3,L_1,pyr,6.336,Bad,,0,7694.0,,sym_3_on_2,sym_6_mc_3,L_1,Bad
7734.0,sym_3_on_4_sym_6_mc_3_L_12,sym_3_on_4,sym_6_mc_3,L_12,pyr,13.329,Poor,,0,7734.0,,sym_3_on_4,sym_6_mc_3,L_12,Poor
7767.0,sym_3_on_4_sym_6_mc_3_L_42,sym_3_on_4,sym_6_mc_3,L_42,pyr,23.37,Good,,0,7767.0,,sym_3_on_4,sym_6_mc_3,L_42,Good
8072.0,_sym_5_mc_2_sym_5_on_10_L_17,sym_5_mc_2,sym_5_on_10,L_17,rhr,18.467,Average,,0,8072.0,,sym_5_mc_2,sym_5_on_10,L_17,Average
8095.0,_sym_5_mc_2_sym_5_on_10_L_38,sym_5_mc_2,sym_5_on_10,L_38,rhr,27.216,Excellent,,0,8095.0,,sym_5_mc_2,sym_5_on_10,L_38,Excellent
8155.0,_sym_5_mc_2_sym_5_on_11_L_5,sym_5_mc_2,sym_5_on_11,L_5,rhr,11.473,Poor,,0,8155.0,,sym_5_mc_2,sym_5_on_11,L_5,Poor
8353.0,_sym_5_on_11_sym_5_mc_2_L_24,sym_5_on_11,sym_5_mc_2,L_24,rhr,22.707,Good,,0,8353.0,,sym_5_on_11,sym_5_mc_2,L_24,Good
8450.0,_sym_5_on_13_sym_5_mc_2_L_25,sym_5_on_13,sym_5_mc_2,L_25,rhr,25.471,Good,,0,8450.0,,sym_5_on_13,sym_5_mc_2,L_25,Good
8501.0,_sym_5_on_9_sym_5_mc_2_L_28,sym_5_on_9,sym_5_mc_2,L_28,rhr,18.862,Average,,0,8501.0,,sym_5_on_9,sym_5_mc_2,L_28,Average
8553.0,sym_3_mc_0_sym_24_mc_13_L_31,sym_3_mc_0,sym_24_mc_13,L_31,rht,14.183,Poor,,0,8553.0,,sym_3_mc_0,sym_24_mc_13,L_31,Poor
8562.0,sym_3_mc_0_sym_24_mc_13_L_3,sym_3_mc_0,sym_24_mc_13,L_3,rht,9.914,Poor,,0,8562.0,,sym_3_mc_0,sym_24_mc_13,L_3,Poor
6082.0,sym_4_mc_1_sym_5_mc_2_L_27,sym_4_mc_1,sym_5_mc_2,L_27,pth,23.308,Good,,0,6082.0,,sym_4_mc_1,sym_5_mc_2,L_27,Good
8674.0,sym_3_on_2_sym_24_mc_13_L_10,sym_3_on_2,sym_24_mc_13,L_10,rht,8.79,Bad,,0,8674.0,,sym_3_on_2,sym_24_mc_13,L_10,Bad
8764.0,sym_3_on_4_sym_24_mc_13_L_5,sym_3_on_4,sym_24_mc_13,L_5,rht,8.364,Bad,,0,8764.0,,sym_3_on_4,sym_24_mc_13,L_5,Bad
8888.0,sym_5_mc_2_sym_8_mc_9_L_25,sym_5_mc_2,sym_8_mc_9,L_25,scu,9.961,Poor,,0,8888.0,,sym_5_mc_2,sym_8_mc_9,L_25,Poor
8953.0,sym_5_on_10_sym_8_mc_8_L_35,sym_5_on_10,sym_8_mc_8,L_35,scu,19.787,Good,,0,8953.0,,sym_5_on_10,sym_8_mc_8,L_35,Good
9036.0,sym_5_on_11_sym_8_mc_8_L_18,sym_5_on_11,sym_8_mc_8,L_18,scu,13.72,Poor,,0,9036.0,,sym_5_on_11,sym_8_mc_8,L_18,Poor
9072.0,sym_5_on_11_sym_8_mc_8_L_7,sym_5_on_11,sym_8_mc_8,L_7,scu,8.933,Bad,,0,9072.0,,sym_5_on_11,sym_8_mc_8,L_7,Bad
9099.0,sym_5_on_11_sym_8_mc_9_L_31,sym_5_on_11,sym_8_mc_9,L_31,scu,11.714,Poor,,0,9099.0,,sym_5_on_11,sym_8_mc_9,L_31,Poor
9182.0,sym_5_on_13_sym_8_mc_8_L_41,sym_5_on_13,sym_8_mc_8,L_41,scu,20.558,Good,,0,9182.0,,sym_5_on_13,sym_8_mc_8,L_41,Good
9256.0,sym_5_on_9_sym_8_mc_8_L_16,sym_5_on_9,sym_8_mc_8,L_16,scu,12.445,Poor,,0,9256.0,,sym_5_on_9,sym_8_mc_8,L_16,Poor
9314.0,sym_5_on_9_sym_8_mc_9_L_25,sym_5_on_9,sym_8_mc_9,L_25,scu,10.057,Poor,,0,9314.0,,sym_5_on_9,sym_8_mc_9,L_25,Poor
9343.0,sym_5_on_9_sym_8_mc_9_L_8,sym_5_on_9,sym_8_mc_9,L_8,scu,3.76,Bad,,0,9343.0,,sym_5_on_9,sym_8_mc_9,L_8,Bad
9428.0,sym_5_mc_2_sym_9_mc_5_L_41,sym_5_mc_2,sym_9_mc_5,L_41,soc,16.855,Average,,0,9428.0,,sym_5_mc_2,sym_9_mc_5,L_41,Average
9574.0,sym_5_on_12_sym_9_mc_5_L_43,sym_5_on_12,sym_9_mc_5,L_43,soc,20.79,Good,,0,9574.0,,sym_5_on_12,sym_9_mc_5,L_43,Good
9577.0,sym_5_on_12_sym_9_mc_5_L_46,sym_5_on_12,sym_9_mc_5,L_46,soc,23.247,Good,,0,9577.0,,sym_5_on_12,sym_9_mc_5,L_46,Good
9589.0,sym_5_on_13_sym_9_mc_5_L_13,sym_5_on_13,sym_9_mc_5,L_13,soc,10.586,Poor,,0,9589.0,,sym_5_on_13,sym_9_mc_5,L_13,Poor
6214.0,sym_4_mc_1_sym_5_on_12_L_16,sym_4_mc_1,sym_5_on_12,L_16,pth,21.268,Good,,0,6214.0,,sym_4_mc_1,sym_5_on_12,L_16,Good
6258.0,sym_4_mc_1_sym_5_on_13_L_12,sym_4_mc_1,sym_5_on_13,L_12,pth,20.514,Good,,0,6258.0,,sym_4_mc_1,sym_5_on_13,L_12,Good
9742.0,_sym_4_mc_1_sym_4_on_14_L_24,sym_4_mc_1,sym_4_on_14,L_24,sod,25.016,Good,,0,9742.0,,sym_4_mc_1,sym_4_on_14,L_24,Good
2073.0,_sym_4_mc_1_sym_4_on_6_L_9,sym_4_mc_1,sym_4_on_6,L_9,dia,11.017,Poor,,0,2073.0,,sym_4_mc_1,sym_4_on_6,L_9,Poor
9941.0,_sym_4_on_14_sym_4_mc_1_L_38,sym_4_on_14,sym_4_mc_1,L_38,sod,30.09,Excellent,,0,9941.0,,sym_4_on_14,sym_4_mc_1,L_38,Excellent
10005.0,_sym_4_on_7_sym_4_mc_1__,sym_4_on_7,sym_4_mc_1,,sod,9.353,Bad,,0,10005.0,,sym_4_on_7,sym_4_mc_1,,Bad
10105.0,sym_3_mc_0_sym_9_mc_5_L_13,sym_3_mc_0,sym_9_mc_5,L_13,spn,17.378,Average,,0,10105.0,,sym_3_mc_0,sym_9_mc_5,L_13,Average
